id,type,lat,lon,name,amenity,shop,tourism,historic,craft,other_tags
238316481,way,25.0511848,121.5101661,臺灣中小企業銀行,bank,,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""10341臺北市大同區塔城街30號"", ""addr:housenumber"": ""30"", ""addr:postcode"": ""10341"", ""addr:street"": ""塔城街"", ""atm"": ""yes"", ""branch"": ""營業部"", ""brand"": ""臺灣中小企業銀行"", ""brand:en"": ""Taiwan Business Bank"", ""brand:wikidata"": ""Q15913812"", ""brand:wikipedia"": ""zh:臺灣中小企業銀行"", ""brand:zh"": ""臺灣中小企業銀行"", ""building"": ""commercial"", ""drive_through"": ""no"", ""name:en"": ""Taiwan Business Bank"", ""name:nan"": ""Tâi-oân Tiong-sió Khì-gia̍p Gîn-hâng"", ""name:nan-Hant"": ""臺灣中小企業銀行"", ""name:nan-Latn-pehoeji"": ""Tâi-oân Tiong-sió Khì-gia̍p Gîn-hâng"", ""name:nan-Latn-tailo"": ""Tâi-uân Tiong-sió Khì-gia̍p Gîn-hâng"", ""name:zh"": ""臺灣中小企業銀行"", ""nat_ref"": ""10010500108"", ""official_name"": ""臺灣中小企業銀行"", ""operator"": ""臺灣中小企業銀行股份有限公司"", ""phone"": ""+886 2 2559 7171"", ""ref"": ""500108"", ""source"": ""金管會"", ""source:date"": ""2017-08-31"", ""website"": ""https://www.tbb.com.tw/"", ""wheelchair"": ""yes""}"
246582235,way,25.0553961,121.5121491,真聖堂,place_of_worship,,,,,"{""building"": ""temple"", ""dedicated_to"": ""孚佑帝君"", ""wikidata"": ""Q16078438"", ""wikipedia"": ""zh:真聖堂""}"
259084321,way,25.0536573,121.5070682,延平宮,place_of_worship,,,,,"{""building"": ""temple"", ""religion"": ""chinese_folk""}"
296786576,way,25.0594064,121.5133229,台北城大飯店,,,hotel,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103010臺北市大同區重慶北路二段172號"", ""addr:housenumber"": ""172"", ""addr:postcode"": ""103010"", ""addr:street"": ""重慶北路二段"", ""building"": ""hotel"", ""email"": ""Info@taipei-hotel.tw"", ""fax"": ""+886 2 2550 3919"", ""internet_access"": ""wlan"", ""name:en"": ""Taipei City Hotel"", ""name:ja"": ""台北城ホテル"", ""name:zh"": ""台北城大飯店"", ""phone"": ""+886 2 2553 3919"", ""ref:zh"": ""臺北市旅館491號"", ""rooms"": ""148"", ""website"": ""http://www.taipei-hotel.tw/""}"
332497665,node,25.0513136,121.5146478,皇后旅社,,,hotel,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""臺北市大同區長安西路226號1-4樓"", ""addr:full:en"": ""No.226, Chang’an W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)"", ""addr:full:ja"": ""台北市大同区長安西路226號"", ""addr:housenumber"": ""226"", ""addr:postcode"": ""103"", ""addr:street"": ""長安西路"", ""class"": ""3"", ""love_hotel"": ""yes"", ""name:en"": ""Hotel Queen"", ""name:zh"": ""皇后旅社"", ""phone"": ""+886 2 2559 0489"", ""ref"": ""013"", ""rooms"": ""20"", ""source"": ""旅館民宿 - 觀光資訊資料庫"", ""website"": ""http://mei-shiuan.myweb.hinet.net/""}"
343713286,way,25.0503449,121.511379,延平分隊,fire_station,,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103012臺北市大同區鄭州路109號"", ""addr:housenumber"": ""109"", ""addr:postcode"": ""103012"", ""addr:street"": ""鄭州路"", ""building"": ""office"", ""name:zh"": ""延平分隊"", ""office"": ""government"", ""official_name"": ""臺北市政府消防局第四救災救護大隊大同中隊延平分隊"", ""operator"": ""臺北市政府消防局"", ""phone"": ""+886 2 2558 2105"", ""website"": ""https://www.119.gov.taipei/""}"
356730633,way,25.0557349,121.5072773,大稻埕自行車出租站,bicycle_rental,,,,,"{""name:en"": ""Taipei Riverside Bike Rental Centers"", ""name:zh"": ""大稻埕自行車出租站"", ""network"": ""臺北市河濱自行車租借站"", ""opening_hours"": ""Mo-Fr 08:00-12:00, 14:00-21:00; Sa-Su 08:00-21:00"", ""operator"": ""康美企業社"", ""phone"": ""+886 2 2557-1639"", ""website"": ""http://www.ukan.com.tw/3introduction-5Dadaocheng.html""}"
360086992,way,25.0560342,121.5085028,陳天來故居,,,,monument,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:housenumber"": ""73"", ""addr:postcode"": ""104"", ""addr:street"": ""貴德街"", ""building"": ""house"", ""wikidata"": ""Q43915452""}"
360087201,way,25.0587697,121.5087966,大稻埕辜宅,,,,monument,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:housenumber"": ""9"", ""addr:postcode"": ""104"", ""addr:street"": ""歸綏街303巷"", ""building"": ""house"", ""wikidata"": ""Q15908563"", ""wikipedia"": ""zh:大稻埕辜宅""}"
360092086,way,25.0522246,121.511732,延平派出所,police,,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103012臺北市大同區延平北路一段86號"", ""addr:housenumber"": ""86"", ""addr:postcode"": ""103012"", ""addr:street"": ""延平北路一段"", ""building"": ""public"", ""fax"": ""+886 2 2556 7874"", ""name:zh"": ""延平派出所"", ""official_name"": ""臺北市政府警察局大同分局延平派出所"", ""operator"": ""臺北市政府警察局大同分局"", ""phone"": ""+886 2 2556 4340"", ""wheelchair"": ""no""}"
384900192,way,25.0560619,121.5076212,N/A,parking,,,,,{}
396400311,way,25.0532506,121.5139726,藝宿商旅,,,hotel,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103007臺北市大同區重慶北路一段116號2樓至11樓及11樓夾層"", ""addr:housenumber"": ""116"", ""addr:postcode"": ""103007"", ""addr:street"": ""重慶北路一段"", ""building"": ""hotel"", ""building:levels"": ""12"", ""email"": ""yisutpersvn@gmail.com"", ""name:en"": ""YI SU HOTEL"", ""name:zh"": ""藝宿商旅"", ""phone"": ""+886 2 2550 6655"", ""ref:zh"": ""臺北市旅館538號"", ""rooms"": ""69"", ""website"": ""https://taipei.yisuhotel.com/""}"
396410860,way,25.0533181,121.514573,N/A,toilets,,,,,"{""building"": ""toilets""}"
396410861,way,25.0534809,121.5145304,快安藥局,pharmacy,,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103019臺北市大同區南京西路282、284號"", ""addr:housenumber"": ""282;284"", ""addr:postcode"": ""103019"", ""addr:street"": ""南京西路"", ""building"": ""retail"", ""building:levels"": ""2"", ""healthcare"": ""pharmacy"", ""name:zh"": ""快安藥局"", ""opening_hours"": ""Mo-Su 09:00-23:00"", ""phone"": ""+886 2 2556 1925"", ""ref"": ""5901091473""}"
396410882,way,25.0543253,121.515031,慈愛動物醫院,veterinary,,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103019臺北市大同區寧夏路1號"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""103019"", ""addr:street"": ""寧夏路"", ""branch"": ""台北總院"", ""brand"": ""慈愛動物醫院"", ""brand:en"": ""National Veterinary Hospital"", ""brand:wikidata"": ""Q131300406"", ""brand:zh"": ""慈愛動物醫院"", ""building"": ""yes"", ""building:levels"": ""2"", ""name:en"": ""National Veterinary Hospital"", ""name:zh"": ""慈愛動物醫院"", ""opening_hours"": ""24/7"", ""phone"": ""+886 2 2556 3320"", ""ref:zh"": ""北市獸業字第606號""}"
396410883,way,25.054395,121.5150322,藏寶堂藝玩店,,toys,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103019臺北市大同區寧夏路5號"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""103019"", ""addr:street"": ""寧夏路"", ""building"": ""yes"", ""building:levels"": ""2""}"
396410884,way,25.0544314,121.5150437,日月潭紅茶,,tea,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103019臺北市大同區寧夏路7號"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""103019"", ""addr:street"": ""寧夏路"", ""building"": ""yes"", ""building:levels"": ""2""}"
396410887,way,25.0545337,121.5150525,台灣紅珊瑚,,jewelry,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103019臺北市大同區寧夏路9號"", ""addr:housenumber"": ""9"", ""addr:postcode"": ""103019"", ""addr:street"": ""寧夏路"", ""building"": ""yes"", ""building:levels"": ""4""}"
396410899,way,25.0546749,121.5147506,飄香牛肉麵館,restaurant,,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103019臺北市大同區寧夏路12號"", ""addr:housenumber"": ""12"", ""addr:postcode"": ""103019"", ""addr:street"": ""寧夏路"", ""building"": ""yes"", ""building:levels"": ""4"", ""cuisine"": ""beef_noodle""}"
396410900,way,25.0546485,121.5147473,舞光LED,,electronics,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103019臺北市大同區寧夏路10之1號"", ""addr:housenumber"": ""10-1"", ""addr:postcode"": ""103019"", ""addr:street"": ""寧夏路"", ""building"": ""yes"", ""building:levels"": ""4""}"
396410903,way,25.0545353,121.5147409,好吃炒羊肉,restaurant,,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103019臺北市大同區寧夏路8號"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""103019"", ""addr:street"": ""寧夏路"", ""building"": ""yes"", ""building:levels"": ""5""}"
396410905,way,25.0556082,121.5151181,寧夏夜市,marketplace,,attraction,,,"{""alt_name"": ""寧夏環保夜市"", ""full_name"": ""寧夏路夜市"", ""landuse"": ""retail"", ""name:en"": ""Ningxia Night Market"", ""name:zh"": ""寧夏夜市"", ""opening_hours"": ""Mo-Su 17:30-01:00"", ""website"": ""https://nx-yes.tw/"", ""wikidata"": ""Q16926585"", ""wikipedia"": ""zh:寧夏路夜市""}"
442990108,way,25.0499094,121.5117008,Y區地下街-美食區,food_court,,,,,"{""indoor"": ""area"", ""level"": ""-2"", ""location"": ""underground"", ""name:en"": ""Y area Food Court"", ""name:zh"": ""Y區地下街-美食區""}"
449290524,way,25.0501914,121.5069002,N/A,parking,,,,,"{""access"": ""customers"", ""parking"": ""surface"", ""surface"": ""asphalt""}"
450732440,way,25.0492913,121.514932,台北地下街,,mall,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""中正區"", ""addr:floor"": ""B1"", ""addr:housenumber"": ""100"", ""addr:postcode"": ""100"", ""addr:street"": ""市民大道一段"", ""alt_name"": ""台北地下街（Y区）"", ""alt_name:en"": ""Taipei City Mall (Y Zone)"", ""building"": ""retail"", ""building:levels"": ""0"", ""building:levels:underground"": ""2"", ""layer"": ""-2"", ""level"": ""-2"", ""location"": ""underground"", ""name:en"": ""Taipei City Mall"", ""name:zh"": ""台北地下街"", ""ref"": ""Y""}"
462935601,way,25.057868,121.5081944,天水宮,place_of_worship,,,,,"{""building"": ""temple"", ""religion"": ""taoist""}"
462935602,way,25.0516502,121.5108093,N/A,parking,,,,,"{""access"": ""yes"", ""fee"": ""yes"", ""parking"": ""surface""}"
462960436,way,25.055137,121.5083973,大稻埕千秋街店屋,,,,yes,,"{""building"": ""house"", ""wikidata"": ""Q10937172"", ""wikipedia"": ""zh:大稻埕千秋街店屋""}"
469658005,way,25.0521076,121.5065162,N/A,parking,,,,,"{""access"": ""yes"", ""fee"": ""yes"", ""parking"": ""surface""}"
491726111,way,25.0551292,121.5082189,李春生紀念教會,place_of_worship,,,,,"{""building"": ""temple"", ""religion"": ""christian""}"
509937400,way,25.0528787,121.5106009,和德祠,place_of_worship,,,,,"{""building"": ""temple""}"
509937404,way,25.0516517,121.5117633,福聚宮,place_of_worship,,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103012臺北市大同區延平北路一段68號"", ""addr:housenumber"": ""68"", ""addr:postcode"": ""103012"", ""addr:street"": ""延平北路一段"", ""building"": ""temple"", ""name:zh"": ""福聚宮"", ""religion"": ""taoist"", ""wheelchair"": ""yes"", ""wikidata"": ""Q10904048"", ""wikipedia"": ""zh:北門口福聚宮""}"
533364844,way,25.0574212,121.5149146,聖母無原罪主教座堂,place_of_worship,,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:housenumber"": ""245"", ""addr:postcode"": ""10358"", ""addr:street"": ""民生西路"", ""alt_name"": ""台北主教座堂"", ""building"": ""cathedral"", ""denomination"": ""catholic"", ""name:en"": ""Immaculate Conception Cathedral, Taipei"", ""name:zh"": ""聖母無原罪主教座堂"", ""religion"": ""christian"", ""wikidata"": ""Q15354632"", ""wikipedia"": ""zh:聖母無原罪主教座堂 (台北市)""}"
543517057,way,25.0580664,121.5129161,普願宮,place_of_worship,,,,,"{""building"": ""temple""}"
655884914,way,25.0562568,121.5074271,PIER5 大稻埕碼頭河岸特區,marketplace,,,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:street"": ""民生西路"", ""alt_name"": ""大稻埕碼頭貨櫃市集"", ""name:en"": ""Doyen Pier5"", ""name:zh"": ""PIER5 大稻埕碼頭河岸特區"", ""opening_hours"": ""Mo-Fr 15:00-22:00; Sa-Su 12:00-22:00"", ""start_date"": ""2018-04-01""}"
708164156,way,25.0555021,121.5074343,大稻埕千歲宮,place_of_worship,,,,,"{""building"": ""temple""}"
712325716,way,25.0541394,121.5127623,城市商旅,,,hotel,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103008臺北市大同區南京西路169號"", ""addr:housenumber"": ""169"", ""addr:postcode"": ""103008"", ""addr:street"": ""南京西路"", ""alt_name"": ""城市商旅台北南西館"", ""branch"": ""台北南西館"", ""building"": ""hotel"", ""email"": ""rsvn@citysuites.com.tw"", ""name:en"": ""CitySuites"", ""name:zh"": ""城市商旅"", ""phone"": ""+886 2 2550 7722"", ""ref:zh"": ""臺北市旅館277號"", ""rooms"": ""80"", ""website"": ""https://www.citysuites.com.tw/zh-tw""}"
712325717,way,25.0541863,121.5126353,富順大飯店,,,hotel,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103008臺北市大同區南京西路177號"", ""addr:housenumber"": ""177"", ""addr:postcode"": ""103008"", ""addr:street"": ""南京西路"", ""building"": ""yes"", ""name:en"": ""Fortune Hotel"", ""name:zh"": ""富順大飯店"", ""phone"": ""+886 2 2555 1016"", ""ref:zh"": ""臺北市旅館243號"", ""rooms"": ""88""}"
741034953,way,25.0595317,121.5150402,N/A,motorcycle_parking,,,,,"{""parking"": ""surface""}"
760240151,way,25.0510089,121.5121948,城市商旅,,,hotel,,,"{""addr:city"": ""台北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""台北市大同區延平北路一段51號"", ""addr:housenumber"": ""51"", ""addr:street"": ""延平北路一段"", ""branch"": ""站前館"", ""building"": ""hotel"", ""internet_access"": ""wlan"", ""name:en"": ""City Suites"", ""name:zh"": ""城市商旅"", ""wheelchair"": ""designated""}"
772708559,way,25.0587586,121.510398,大稻埕公園地下停車場,parking,,,,,"{""fee"": ""yes"", ""layer"": ""-1"", ""parking"": ""underground""}"
772964637,way,25.0521568,121.5106284,城市商旅,,,hotel,,,"{""building"": ""hotel"", ""building:levels"": ""4"", ""roof:levels"": ""1""}"
796712970,way,25.050474,121.5140744,普濟寺,place_of_worship,,,,,"{""addr:city"": ""台北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:housenumber"": ""100"", ""addr:postcode"": ""104"", ""addr:street"": ""華陰街"", ""building"": ""temple"", ""dedicated_to"": ""觀音""}"
837734049,way,25.0508246,121.5108294,塔城公園地下停車場,parking,,,,,"{""access"": ""yes"", ""addr:city"": ""台北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""104"", ""addr:street"": ""塔城街"", ""fee"": ""yes"", ""layer"": ""-1"", ""operator"": ""塔城公園地下停車場"", ""operator:type"": ""public"", ""parking"": ""underground"", ""toilets:wheelchair"": ""yes"", ""wheelchair"": ""yes""}"
853340751,way,25.0539142,121.5146882,大稻埕圓環防空蓄水池,fountain,,,ruins,,"{""area"": ""yes""}"
888791820,way,25.0529467,121.5069232,N/A,motorcycle_parking,,,,,{}
888791829,way,25.0527648,121.5068774,N/A,shelter,,,,,"{""building"": ""roof"", ""building:levels"": ""1"", ""roof:shape"": ""pyramidal""}"
888791830,way,25.0542982,121.506974,N/A,shelter,,,,,"{""building"": ""roof"", ""building:levels"": ""1"", ""roof:shape"": ""pyramidal""}"
888791831,way,25.055589,121.507618,N/A,shelter,,,,,"{""building"": ""roof"", ""building:levels"": ""1"", ""roof:shape"": ""pyramidal""}"
975263622,way,25.0537467,121.5127984,皇家季節酒店1館,,,hotel,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103005臺北市大同區南京西路326號1樓、2樓、3樓、4樓、5樓，及8樓、9樓"", ""addr:housenumber"": ""326"", ""addr:postcode"": ""103005"", ""addr:street"": ""南京西路"", ""building"": ""yes"", ""building:levels"": ""9"", ""name:en"": ""Royal Seasons Hotel Building 1"", ""name:zh"": ""皇家季節酒店1館"", ""phone"": ""+886 2 2555 4288"", ""ref:zh"": ""臺北市旅館300號"", ""rooms"": ""48""}"
975263623,way,25.0537401,121.5126113,皇家季節酒店2館,,,hotel,,,"{""addr:city"": ""臺北市"", ""addr:country"": ""TW"", ""addr:district"": ""大同區"", ""addr:full"": ""103005臺北市大同區南京西路330號1至11樓"", ""addr:housenumber"": ""330"", ""addr:postcode"": ""103005"", ""addr:street"": ""南京西路"", ""building"": ""yes"", ""building:levels"": ""10"", ""name:en"": ""Royal Seasons Hotel Building 2"", ""name:zh"": ""皇家季節酒店2館"", ""phone"": ""+886 2 2555 6488"", ""ref:zh"": ""臺北市旅館334號"", ""rooms"": ""46""}"
1002200813,way,25.0529705,121.5105604,Times,parking,,,,,"{""access"": ""yes"", ""brand"": ""Times"", ""brand:en"": ""Times"", ""brand:ja"": ""タイムズ"", ""brand:wikidata"": ""Q115263643"", ""brand:zh"": ""Times"", ""capacity"": ""5"", ""fee"": ""yes"", ""name:en"": ""Times"", ""name:ja"": ""タイムズ"", ""name:zh"": ""Times"", ""operator"": ""台灣普客二四股份有限公司"", ""operator:en"": ""PARK24 TAIWAN CO., LTD"", ""operator:ja"": ""タイムズ"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q115263643"", ""operator:zh"": ""台灣普客二四股份有限公司"", ""parking"": ""surface""}"
1101043401,way,25.0560534,121.513722,N/A,parking,,,,,"{""layer"": ""-1"", ""operator"": ""朝陽公園地下停車場"", ""parking"": ""underground""}"
1181236072,way,25.0559099,121.507595,N/A,parking_space,,,,,{}
1181236073,way,25.0559161,121.5075688,N/A,parking_space,,,,,{}
1181236074,way,25.0559231,121.5075324,N/A,parking_space,,,,,"{""parking_space"": ""disabled""}"
1181236075,way,25.0559303,121.5074977,N/A,parking_space,,,,,"{""parking_space"": ""disabled""}"
1181236076,way,25.0565145,121.5077673,N/A,parking_space,,,,,{}
1181236077,way,25.0564925,121.5077613,N/A,parking_space,,,,,{}
1181236078,way,25.0564705,121.5077555,N/A,parking_space,,,,,{}
1181236079,way,25.0564485,121.5077495,N/A,parking_space,,,,,{}
1181236080,way,25.0564265,121.5077436,N/A,parking_space,,,,,{}
1181236081,way,25.0564045,121.5077377,N/A,parking_space,,,,,{}
1181236082,way,25.0563825,121.5077318,N/A,parking_space,,,,,{}
